Rank,CommentDate,Date,RestaurantName,Comment,Address,StarRating,NumberOfReviews,Style,Price
59,2023-09-16,2023-09-17,Perch,Yumm! Came for to celebrate a friends birthday and was not disappointed! We ordered off the 4 course prix fixe set! Everything was delicious! I really like the baked Brie and the salmon! The white chocolate bread pudding was also really delicious! Our server was very helpful in answering all our questions! The view amazing and the live music was great!,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-16,2023-09-17,Perch,Brett was so wonderful. He was the best mangeger. He took care of us. He made sure we got our food & drink on time. He made my m friend birthday very special. He i the best. He makes this place so special. Thank you we will be back soon,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-16,2023-09-17,Perch,"Good drinks, great views, chill vibes when it's not too busy.  Haven't had the food yet. Next time. Parking sucks, but the views make up for it.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-16,2023-09-17,Perch,"Perch is an LA staple: The type of place that is consistently cited as a destination for tourists, the glitter-on-cheek crowd, Instagram influencers, those trying to land the gig, and those who want to experience the promise of Perch and determine for themselves if Perch merits its august reputation. I fall into the last category, and I can say that Perch fulfills its promise, kind-of, but not really, but at the same time it kind of does, if that makes sense. Like imagine that you have been wanting to taste this cookie and finally you do, and the cookie is everything you hoped it would be but not in the way you expected it to be. So you build up expectations in your head, that the reality of the situation does not deliver. I guess that is the problem with having a robust and notable reputation, you could never live up to it because you can never measure up to a person's imagination.My partner in dine was my friend Carlos, the epitome of a Peter Pan type, old enough to know better, but stubborn enough to remain young at heart. He credits his youthful charm, perspective, and look to his regular visits to the gym and eating right. Note that he did not order the fruit plate of Perch, which means that he is not too strict.I opt for valet. It cost 16.00 dollars. If it it seems high, it is not for downtown LA prices. When we got close, the Valet asked if I could park a car in a nearby spot. I sternly, said no, ""you can park it."" I did feel a certain type of way for being asked to park my own car, even if the spot was close. I go out to be pampered, to be a princess in the world of dining, and quite frankly, a princess does not park her own carriage. Carlos made a joke to the Valet, on how I needed my car parked because I did not know how to park that well. I was annoyed. I stood up for myself, and for that I was the butt of a joke. I paid 16 dollars, I did not want to park my car. Am I right reader? or Am I wrong? Truthfully there is no right or wrong answer. I told Carlos how I felt and it took a cocktail from Perch to my mellow my nerves.The cocktails were not only effective, but tasty. I am someone who does not like to taste alcohol. I informed our server of this fact. I cannot remember their name but they read female to me, so I will be using she/her pronouns to refer to them. I asked our server what recommendation she had for a super sweet drink, she suggested a drink, I cannot remember what it was called but it was pink- fruity for sure, and it had a rim of brown sugar, maybe. It went down sweet-- just like I like my cocktails. This was the cocktail that softened my nerves enough to forget Carlo's blunder of joking with the valet at my expense.Carlos and I started off with the avocado toast. It was solid. I especially appreciated the citrus taste afloat the avocado toast. I also appreciated that the toast was sliced into three slices. I hate when I have to wrestle with my avocado toast; either while cutting it, or when picking it up. I also appreciated that Carlos did not wrestle me when I had two of the slices, and he only 1. Still that did not atone for his faux pa.The rest of the food was simply solid. I had the burger, and the potatoes. He had the classic breakfast: Two eggs, chic ken sausage, and potatoes. He cleaned his plate, he left a small bite of the sausage. I had that small piece before it was taken away by the server. Glad I did--- it was really good sausage!There was a bus-person, she read female to me. She preferred to speak Spanish to me. She had a necklace that was half a heart and half an infinity sign. I asked her, who gave her the lovely gift. She replied her husband with a smile that my heart saw. We shared a moment. She felt it too.As she was cleaning tables, our eyes met and she returned a sincere smile. When I left the joint to go to the Perch Bar, she said in Spanish, thank you for coming, in the most sincere way, like a mother's kiss on her child's cheek- pure love. This is the type of service I expect, customer-centered, sincere, and like I was welcomed guest. Now you see, why I ddid not park my car myself, because that made me feel like I was a number to be processed, and I needed to help in the processing progress of my own turn around the revolving door.Of course, Perch is nestled in the heart of LA. You sit amidst LA's famous skyline. That is why for those who want pictures, go here. Our dining neighbors did. It was two women and one got up three times to take pictures of her partner in dine. Then the server tried her hand at the picture taking. The women did not come together for the server. The same woman who was photographed by her partner in dine, was now being photographed by the server. So, I get that good pictures are important for people, so if pictures are that important for you, come here. But I guess everyone needs to go to Perch to experience its promise and decide for yourself if it was fulfilled or not. Its lofty reputation demands it!","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-16,2023-09-17,Perch,"Loves this place so much. It was cost, very romantic and nice place. We celebrated my husband's birthday there, and it was so beautiful day. We tried seafood soup, steak and potatoes with truffles. I can't explain which one was better, as everything was perfect. Server was so kind, as when our friends wanted to join us hosts didn't want to give another table for 4, but the server helped us with that and moved to another table immediately.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-15,2023-09-17,Perch,"Went here for a friend's birthday! Service was great, view was beautiful and the food was delicious! Would suggest making a reservation to avoid waiting.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-15,2023-09-17,Perch,The food sucks. The view is great. But there are way better rooftop bars and restaurants. This one is way over hyped. Most of the people there are squares and not real Angelinos. And I warned about a dress code. What restaurant has a dress code? Only to see 2 guys there with OP shorts and flip-flops. The place is a pretentious joke. Don't waste your time.,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-14,2023-09-17,Perch,"Bachelorette brunch! Personalized price fix menu. Very fun for all twelve of us! Service, drinks & ambiance was perfect for this occasion although pricey...but isn't everything now.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-11,2023-09-17,Perch,"Beautiful setting, great views, very good food.  Love this place. The ambiance at sunset makes it all worthwhile. Will return.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
59,2023-09-11,2023-09-17,Perch,Great Place. You pay for the viewService was good. Food was ok but chicken was dry. All in all fun evening with friends.,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",$$$
60,2023-09-13,2023-09-17,Cento,"Wow!  My son and his family treated us to their new favorite restaurant, Cento, and what made it special was they reserved six seats on the counter facing the chefs!  For the grandkids, and the grandpa, it was a 90 minute show of professional skill, energy, and teamwork that can't be beat!  For some, just having a quiet dinner with conversation is the point of going out to eat, but given the hustle and bustle of the dining areas, I'm not sure that this is that kind of place!We had six pastas, four starters, and two desserts, and everything was great; especially when you can see it prepared for you!!!  The touches were great, for example the basil oil for the pomodoro, the egg yolk for the carbonara sitting majestically at the top of the beautiful mound of pasta.  The smoky, blistered octopus and heaping pile of clams and mussels in a dreamy broth.  The only thing I could have wanted was some sourdough bread to sop up the rich, creamy sauces (then again, by the time we were done, we were way over-sated!).  Can't wait to come again when we are in town!!!","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-13,2023-09-17,Cento,such a beautiful space with amazing food & service! the staff were so attentive and all the food blew us away! definitely would love to come back next time i'm in LA.,"4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-13,2023-09-17,Cento,"Excellent food and great atmosphere. Don't let the visually unimpressive neighborhood deter you from trying this special restaurant. We sat at the counter next to the open kitchen in what is a very attractively designed interior. We had charred octopus (tender with a tasty sauce), spicy pomodoro (delicious), sweet corn agnolotti (unique and interesting), and grilled orta fish (perfectly cooked but needs more flavor). Aside from the fish, which would benefit from having a more penetrating sauce instead of or in addition to nesting in a bunch of tiny tomatoes whose flavor doesn't integrate into the fish, all the dishes notably provided tastes that are complex and sophisticated.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-11,2023-09-17,Cento,"The outdoor space is really nice and creatively built around a tree in the center. The music was a little loud for our taste, but I'm not going to knock a place for not being exactly what we wanted.We were coming in from out of town to attend an event after and were running a little late. We called, and they pushed back our reservation. And later the owner (I think) stopped by our table to ask what we were in town for.Our waitress was great and helped make sure everything moved along quickly after we told her we needed to leave in a little over an hour. Our appetizer (a special tomato salad over whipped feta) came out almost immediately and was SO GOOD.I also enjoy my berry+mezcal drink. It was simple but tasty and refreshing. We got the famous spicy pomodoro, and it lived up to the hype. The carbonara was also delicious. I appreciate the noodles themselves.The famous beet spaghetti wasn't available because they're out of season. We'll have to come back for it!We finished the evening with the banana pudding tiramisu (which we've been thinking about for days) and a nice Americano (loved the glass it was served in).When we paid and walked out to hand over our valet ticket, we were surprised to see our car was already being pulled up. Great communication amongst the staff and great service!","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-09,2023-09-17,Cento,"Very good pasta but our visit was weird. The owner/manager made a weird comment about us not being allowed to take photos when the food came out and if it was meant to be a joke, then it wasn't funny.Five star rating for their spicy pomodoro. I could eat the entire thing without thinking. The shrimp malfadine was too salty. The broccoli bucatini was very good as well. Highly recommend bucatini and pomodoro. I would not get the malfadine again. The shrimp was rubbery. The pea starter with yogurt sauce was delicious with garlic on top.They have issues with pricing on the menu. The starter was 18 on the menu and on the bill it said 22. Same with the malfadine. It was 28 on the menu but 33 on the bill. Then the same owner/manager makes a comment about catching the mistake on his menu but it was like weirdly sketch. luckily they took the pea dish starter off which was kind of them but we left the malfadine since they already took the starter off. Aside from the weird owner's vibe, the staff is attentive and I was surprised about the little detail of storing your leftovers before you leave. I've never been to a restaurant that essentially has a coat check for your leftovers. Overall I would definitely come back for their pomodoro and to try the corn angliotti.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-09,2023-09-17,Cento,"And just like that...after one visit to Cento, it's now one of my favorite restaurants in LA.Cento has a beautiful patio, built around a lovely tree, and draped in tiny white lights. The patio has a sandy floor, and it feels like you've been transported to a beachside Italian village. (Or, well, someplace other than the block of West Adams that it shares with an auto repair shop.)The service is exceptional. Attentive but not intrusive, with lots of lovely little touches, like storing your leftovers in their refrigerator until you're ready to leave.The cocktail menu is small and creative. I tried the Espresso & Date martini, with vodka, oat milk, aquafaba and orange, and it was superb--well-balanced and very unique. I also tried a sip (and then possibly three more sips when someone wasn't looking...) of the Fig & Walnut (with Scotch, sweet vermouth and apricot) and it was excellent. I'm excited to return and try the other four cocktails on the menu.Cento's menu is pretty seafood-heavy, so as someone who can't eat seafood, I worried that I wouldn't find much to eat. But in fact, I found too much to eat. (See the note about leftovers above.)We started with the Heirloom Radicchio Salad--with dates, pecan, and raspberry vinaigrette--and the presentation was astoundingly beautiful. It tasted even better.  Next up was the Farro Salad with roasted eggplant (that's blended into a sort of baba ghanoush and mixed into the salad), dill crème fraiche and pomegranate, and that was amazing, too. It looked very simple, but the flavors were astounding. I could eat vats of it.Then, it was time for pasta (!!!). We ordered three pastas for the two of us, because we simply couldn't decide (again, reference note about leftovers...). The Bolognese was my favorite--a super comforting dish of ricotta gnocchi in a phenomenal meat sauce. I also loved the Sweet Corn Agnolotti (charred corn, crème fraiche, Old Bay and chervil). Definitely don't miss that one. And finally, the Spicy Pomodoro (which was not very spicy at all, and I'm a spice wimp), because I saw it going to several other tables and had to try it. While it was my least favorite of the three, it was still great.And finally...dessert. DO. NOT. MISS. DESSERT. The Banana Pudding Tiramisu (a combination of things I wouldn't normally be into) was one of the best desserts I've ever had in life. It's their specialty. Just do it.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-07,2023-09-17,Cento,"Came here on a first date and had an amazingly great time!Upon entry, the ambiance was immaculate. I loved the outdoor patio seating area and wished we got to sit out there and enjoy the night sky  Don't get me wrong, inside was lovely as well but it was def on the smaller side. We were seated by the bathroom which was a hit or miss lol our waitress was sweet and offered recommendations for wine and food! All were amazing.We got their most popular pasta dish, spicy pomodoro. That was actually really good. It's not a dish I usually reach for but I truly enjoyed it! We also got their carbonara- also good! For appetizers, we opted for their octopus and raw fish! Love it!Overall, this was a great place to dine in and have great conversations! Would def come again with my girls for a GNO. Also, huge thank you to the staff cause we stayed past closing time to finish our wine and continue our conversations!","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-03,2023-09-17,Cento,Food: 8.3/10Ambience: 9/10Service: 8.6/10The outdoor seating at CENTO is beautiful. We went for a weekend dinner and the lighting along with the sand textured floors made for a unique experience. Our server was friendly and personable and gave excellent recommendations for the food. Must try for pasta lovers who want a refreshing twist.,"4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-09-02,2023-09-17,Cento,"A little hidden gem with a fun vibe, great food, and good service. The Caesar salad was my favorite, they took the beet spaghetti off the menu unfortunately.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
60,2023-08-31,2023-09-17,Cento,"My friend and I enjoyed our meal here last night.The steak tartare was decent 4/5.The farro salad was outstanding 5/5.  I love the flavors and textures.  It all blended sooooo well.I liked the black ink pasta with shrimp, but could also easily pass on it 3/5.My favorite dish was the duck confit 5/5.  Well, that and the farro salad.  Those two would also go well together.My friend enjoyed the snap green peas, while I thought they were decent but not great 3/5.We had the banana cream tiramisu 5/5 for dessert.  I'm not a big dessert person.  However, I loved this.The ambiance 3/5 leaves something to be desired.  The outside tables are on dirt.  Inside is communal style and super tiny.The wine and drink menu is limited.  Although, I did like the suggested pairings.Overall, it was a decent restaurant worth checking out if you're close.  We drove an hour, so I would probably skip it unless I'm in the area.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",$$
61,2023-09-15,2023-09-17,Superba Food + Bread,I came here on a Saturday with my friend and we had a wonderful experience! I had an espresso and a Honey Bee cocktail (yum and yum!) for food we got the Little Gem Caesar (vegan!!!) cacio e pepe and the bread. The service was spot on. Chef Ryan is amazing. Ayshia is amazing. Thank you Superba,"6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-14,2023-09-17,Superba Food + Bread,"My brother and I met our uncle and cousin here last Sunday for a late lunch. We had reservations, but the restaurant wasn't that busy during that time. We started off with cocktails. I got the olive oil martini, which was a very different taste at first, but I think I'm kind of obsessed with it now, reminded me of a dirty martini. I also ordered the Hass avocado toast! Very good! We sat outside and the place was very cute. I definitely recommend coming here for lunch. I hope to try them out for dinner sometime!","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-12,2023-09-17,Superba Food + Bread,"My boyfriend brought me out for a date night at Superba and everything was wonderful. We first noticed the warm, welcoming outdoor ambiance and made sure to get a table outside. We ordered the half chicken and the chicken schnitzel; both of which were amazing. The highlight of the night was Grace, our server. She was full of helpful suggestions, a positive attitude, and a kindness that isn't always found in LA.We will definitely be returning soon!","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-10,2023-09-17,Superba Food + Bread,"Stopped in last night without a reservation at 6pm to grab a bite before a show. Short on time, our party of 4 was seated instantly by a friendly hostess. I've eaten at Superba in Venice many times, but mainly brunch. I wasn't sure what to expect dinner wise. Wow. First of all the bread... Can we talk about the bread. Actually I can't talk about the bread because I'll start craving it again so therefore I'll just leave it at--get the bread! Food wise, we did not have any starters, but ordered 1 main per person. Chicken, Steak, Burger, and Fish. For a while it felt like we were playing musical chairs with our dinner plates. Moving them from person to person to make sure everyone tried each others yummy bites. Every dish was excellent and full flavor. If you are looking for a solid preshow dining option or just in general a delicious dinner experience in that area I highly recommend Superba. We will be going back for brunch and dinner soon and I seriously cannot wait. I want too try the whole menu!!!! Also noticed an oyster bar to the side of the main dining room. Not sure what that's about, but another reason to come back asap, along with a gorgeous outdoor patio.","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-10,2023-09-17,Superba Food + Bread,"Summary: 3-3.5 stars for nice ambiance, decent service, good drinks, shareables/entree hits and misses, okay dessert***Our party of 7 had reservations on a weeknight at 7pm. I arrived early and saw open street meters in front of the restaurant, but I opted for valet parking which was $15 (+$1 additional charge if paying with credit card). We had drinks at the bar while waiting for the rest of the party. Since we requested outdoor seating, we were eventually led to the patio surrounded by greenery. Our server was humorous and mindful of our dietary restrictions. However, their attentiveness waned as the restaurant got busier.DRINK ORDERED- The Sustainer ($15 - coconut, rum, turmeric, cinnamon, nutmeg). A nice tropical drink with slight sweetness. The warm spices added an unexpected and welcome twist.FOOD ORDERED- Bread + All Four Spreads ($28). We received three varieties of fresh baked bread: a small baguette encrusted with poppy seeds, a chewy bread with sunflower seed topping, and a sourdough with olive oil inside and salted butter on top. My side of the table didn't get a knife... we struggled to tear the loaves with our hands. My least favorite bread was the baguette, since it was mostly hard and dry crust. The other two breads had better texture. While the sourdough had nice flavor, the olive oil didn't really work with the spreads.As for the spreads, I preferred the cheese with salsa macha and honey. Plain butter and salt was solid, but one bread already had ample oil and butter on it. The trout and artichoke dips were okay. Neither tasted much like their namesake though.- Roasted Beet Salad ($18). Warm roasted beets served on spring mix that was lightly dressed with a smoky vinaigrette. The salad was topped with pickled onion and mini toasts. Caramelized Spanish goat cheese contributed tartness and creaminess. I made a little toast with cheese, beets, and onion which tasted excellent.- Asparagus. Each spear was long and thick, cooked through, and retained a snap. The dish was topped with a creamy sauce that tasted fine, but was a bit oily.- Red Curry Mussels ($24). The mussels were just okay: soft, but not exactly flavorful. I liked the Thai-ish coconut milk curry, which had lime and garlic notes. The crusty baguette made more sense here, but it didn't soften in the sauce as I had hoped. It was nevertheless a tasty bite.- Hearth Roasted Mary's Half Chicken ($28). I was pleasantly surprised by the enormous portion of a dark leg quarter, white meat breast, and a wing. The chicken was juicy, and the skin rendered crispy. I enjoyed the spicy piri piri sauce that tasted like red bell pepper. My side salad didn't seem to have dressing on it, but there was enough flavor on the plate to assist.DESSERT ORDERED- Dark Chocolate Cake ($11). The cake looked promising, but unfortunately did not taste chocolatey. The sponge was not too sweet, which balanced the sweetness of the frosting. I appreciated the fresh whipped cream. Chocolate pearls added additional texture, but not much flavor.- Honey Creme Brulee ($12). The creme brulee was a smooth, loose custard pudding with a bruleed sugar crust. The custard had a strong vanilla and bourbon-ish flavor that I'm not sure was intentional. I also couldn't tell what the crumble was. At least the macerated grapefruit was good.","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-08,2023-09-17,Superba Food + Bread,Food was excellent! Service wasn't stupendous and it wasn't even that busy but our meals made up for it.,"6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-04,2023-09-17,Superba Food + Bread,Atmosphere was wonderful! Food was delicious and interesting! Service was great! Only complaint I have was one slice of their bread was $8 and an entire loaf was 6-8....that seems kind of ridiculous. That said the bread was sooooo good! Can't wait to go back and try more!,"6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-02,2023-09-17,Superba Food + Bread,"Am I the only one still dreaming about that albacore confit sandwich??? I mean truly, the most satisfying sandwich I've had in a while. Would eat it for lunch every day.BUUUUTTT, they took it off the menu  bring it back...please?Super cute vibes, outside and in.Since I started this review, ate there again and tried new stuff. Everything was pretty tasty. The shrimp salad comes with 3 shrimp (maybe 4), not worth the price given the rest of the ingredients are pretty typical salad ingredients.Will definitely go back here though, It's a solid lunch spot especially for meetings.","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-09-01,2023-09-17,Superba Food + Bread,"Superba is my go-to place in the neighborhood and I really would have loved to give it 5-star, as I previously wanted. Let's face it, the setting of this place is hard to beat. I used to sit on this gorgeous patio way back when it was still Cat&Fiddle, an unassuming British pub with a simple fare and cheap drinks. I won't be able to count times how many first dates I have had on that patio. I was really sad when it closed down. Never got to try The Hearth&Hound as it came around the pandemic, but I was elated to find the patio decorated with lots of trees and festive umbrellas and bougainvillea, the presence of which makes any which place look magical. But back to the food. Most things Superba makes is of good quality, especially the bread and bready things. However, as many many places in the city, the establishment's efforts to cut corners (and even bask on its laurels) becomes noticeable, which is terribly disappointed. Case to the point: I ordered an heirloom tomato and burrata dish, which I assumed would arrive with a sour dough toast. My mistake. But then again the dish said ""burrata"", not traces of burrata, not a promise of burrata, or burrata whisper, however, if you did not read in the menu that the white smear on the tomatoes was burrata, you would definitely miss that reference. Quite disappointing, yes. Further, a second server (not the one that took the order) brought out my Americano, which half spilled on the saucer. Without skipping a beat or turning her head she said passingly, ""Sorry about the spillage"", plop it on the table and continued walking. I was grateful she did not spill it on me because it felt that she would have said the exact same thing and left. Thankfully, seeing that I am taking pictures of the poor state of the coffee, the head waiter told me he would replace it and brought out a to-go coffee cup as if presuming that I wanted to take it to go, which I did not, but I was still grateful to get a hot cup of coffee instead of the lukewarm mess of the coffee that arrived earlier. Just because the service is casual it should not be careless, me thinks, because, you know, in the end, casual or not, you're going to put down 20% of the service charge. Other times I came here there were other small mishaps and imbalances but they kind of faded from my memory already. I really like the place and I want it to try harder to please the customers rather than to cut corners and save a buck.","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
61,2023-08-28,2023-09-17,Superba Food + Bread,"Food was okay, nothing to die for. I got the Double Cheeseburger which was pretty good, but my girlfriend got the rigatoni bolognese which was under cooked (the pasta not the meat). Ambiance was pretty cool it had a good vibe, and patio seating was really nice. The service was nothing spectacular, not great, but also not horrendous. On a scale of 1-10 it'd be a 5. Overall it's a cool restaurant in a cool location, but it seems like it may be a little over hyped. Although side note the french fries that had some pepper which was included with the double Cheeseburger was definitely the best part.","6530 Sunset Blvd Los Angeles, CA 90028",4.4,387,"American (New), Breakfast & Brunch, Bakeries",
62,2023-09-08,2023-09-17,Good Goose Cafe,"Guess we had an off night as I read these other glowing reviews. The service was great and they were extremely friendly. But the food - almost completely flavorless! I've never had thai food with such a lack of seasoning or classic thai flavors. Even the ""hot"" sauces on the side were devoid of spice.  The garden rolls were nice and fresh, the peanut sauce was the only aspect with at least some taste - hence a score of 3 - but only for the rolls.","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-09-01,2023-09-17,Good Goose Cafe,We love Good Goose! We've been ordering both take out and dining in for years and have never had a bad experience. Their spicy basil rice and their broccoli angel hair dishes are our favorites. You can't go wrong with their menu and the service has always been superb. If you're in the Larchmont area I highly encourage you stop by for a cozy meal in their dining room.,"5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-07-16,2023-09-17,Good Goose Cafe,"Came for lunch on a Wednesday!FLAVOR (5/5):1. SPICY BASIL FRIED RICE: I really liked the spicy basil fried rice! It's a mild spicy and next time I would probably ask for more spice, but it was a good pairing with the tom yum.2. TOM YUM: The tom yum was super flavorful and delicious. Perfect amount of salty and sour... might be the best tom yum I've ever had. It reminded me of a similar dish in Vietnamese culture called canh chua. I'm salivating just thinking about it.SERVICE (5/5):Service was good; you order at the counter and they bring it out to you.AMBIENCE (5/5):Lots of plants indoors - makes for a very cute atmosphere.PARKING (3.5/5):It's Larchmont, so.... street parking is either on the main street or on the residential streets a block over. It's every man for themselves.TAKEAWAYS:My coworkers claim that Good Goose is the best Thai food they've ever had... the Tom Yum and Spicy Basil Fried Rice seem to back that statement.","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-07-04,2023-09-17,Good Goose Cafe,"We had a craving for thai and decided to stop in to good goose cafe. We ordered the wings, pad thai, and karee noodles and were so happy with everything we got. The wings were crispy and flavorful, the pad thai was fantastic, and the karee noodles were flavorful, too! The interior was very cute and had a good vibe for the restaurant. The employees were helpful and kind. Stop by for some great Thai food in Larchmont :)","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-06-27,2023-09-17,Good Goose Cafe,This is a cute little Thai restaurant. You order at the front counter and find a table. They'll serve your food to you when it's ready.I got the Jerky Set w/ Beef. It comes with sticky rice and papaya salad. The meat was well seasoned and it was sooo delicious as a lettuce wrap. It comes with sweet and sour sauce. The papaya salad was refreshing.,"5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-06-13,2023-09-17,Good Goose Cafe,"I've been eyeing this place the last couple of times I went to Great White up the street and I finally got to try it today!It's very cutely decorated with a bunch of plants, and their specialty drink menu is very expansive and affordable ($4!!!)I ordered the matcha latte with coconut milk (it usually comes with oat milk but I love coconut), which was AMAZING and I will make the 40 minute drive again and again if it means I get to drink it. The coconut cream is flavorful and the drink is not too sweet at all.My boyfriend got the mango lemonade which was very refreshing and also not too sweet! Make sure to mix the drink well to incorporate the flavors.Will be back to try the food next :))","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-05-25,2023-09-17,Good Goose Cafe,"I got my order to go, the first person I was introduced to was the cashier who was ridiculously friendly. I did leave late for lunch, and this being the Larchmont area, parking was an initial concern, but leaving late, around 1:40pm, I found a parking spot immediately. I ordered the fried cauliflower and Pad Thai with BBQ Pork, and a Matcha Thai Ice Tea. The Pad Thai was so fresh, it was one of the best Pad Thai dishes I have had, and I thought I had some good ones.  All the ingredients were fresh. The fried cauliflower was so light, it was not greasy and the sauce provided was perfect. The Matcha Thai Tea drink was very good. Since I did not eat there, all I can say is it looked very comfortable and clean, and I hope one day to actually sit down and have a meal there, something different, because the menu has a lot of items I now want to try. I can see why this restaurant has a 5 Star Yelp rating. Delicious.......","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-05-16,2023-09-17,Good Goose Cafe,"I agree with all of the reviews saying that the food is extremely fresh and flavorful. I ordered Uber Eats and got the pork jerky, the salmon garden rolls, and the yum salmon. Taking off one star since the pork jerky portion was extremely small & skimpy and I've had better elsewhere. The yum salmon was incredibly fresh and tender, good quality fish with a refreshing sauce. The salmon fresh rolls were HUGE, filled with crisp herbs and crunchy veggies, tender, fresh salmon, and a really great side dipping sauce. I also got a side of peanut sauce for these, which I highly recommend. Definitely a solid choice for takeout.","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-05-04,2023-09-17,Good Goose Cafe,Delicious food and always fresh and high quality ingredients. I usually get the green salad (highly recommend getting it with the yuzu dressing) and the chicken kra pow + fried egg. My fiancé loves the spicy basil fried rice. We also love the mango sticky rice.I've had takeout from Good Goose about 5 times now and they never disappoint! Highly recommend!,"5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
62,2023-05-01,2023-09-17,Good Goose Cafe,"The Good Goose is good Thai! My mom and I came in for an early dinner and ordered pad thai with chicken, garlic pepper shrimp, and the cucumber salad. All the dishes were delish and the veggies, crisp! The staff is super kind and the service, quick. A huge plant fan, I fawned over the lush greenery throughout the restaurant. It will definitely be a hangout spot for me as I'm in the neighborhood. Thanks for the excellent food and service, Good Goose.","5210 Beverly Blvd Los Angeles, CA 90004",4.8,231,"Asian Fusion, Thai, Vegetarian",$$
