Rank,CommentDate,Date,RestaurantName,Comment,Address,StarRating,NumberOfReviews,Style,NormalizedRating
55,2015-01-28,2023-09-17,Marugame Monzo,"wow, the best udon i've had! excellent, excellent texture. made in-house, and it has just the right amount of give. i also liked the cold options, and their signature ones are good for those who want something a little more fusion. plus the servings are huge - everything comes out in giant bowls!the wait: about a 20-minute wait for four of us at noon on a saturday.the service: really professional and thorough. the guy who took our order really wanted to get it right, he repeated it back to us to check three times!signature udon* miso carbonara (creamy white sauce based udon w/ bacon, hint of miso flavor. $12.50) - 3.5 starspic:yelp.com/biz_photos/maru…an interesting mix of western flavors and eastern textures. definitely a very thick sauce, very heavy, just like you'd expect from a carbonara sauce at an italian restaurant, and it went surprisingly well with the thick udon noodle thought i couldn't taste the ""hint of miso flavor'. the thick bits of bacon were great. if you want something more familiar to a western palate or really different for asian food, this is the way to go, but i wouldn't get this if you're looking for authentic japanese cuisine.cold udon* bukkake udon (cold udon with cold broth. $6.95) - 4.5 starspic:yelp.com/biz_photos/maru…this was great! i was intrigued by the cold udon section, something i'd never had before. the photos made this serving look really small, but it still comes out in a huge bowl. you have to mix the different toppings (radish, bonito flakes, scallion, and tempura pieces) really well together. once they're all in their right proportions mixed in, then it really tastes right! the radish adds a thickness, the tempura this great crunch, and scallion/bonita extra flavor. you can pour the sauce, in a separate container, over the noodle, but that ends up sinking at the bottom. i found it was better to make your spoon with the noodle and mixed toppings (get some from the bottom; they've invariably clumped there), then pour the sauce over your spoonful. delicious!i also tried a bit of the beef udon (hot udon section), which was very classic and tasty. the meat was sliced very thin and was tender. it would've been my next choice had i not wanted a cold udon!yelp.com/biz_photos/maru…menu:yelp.com/biz_photos/maru…","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-12,2023-09-17,Marugame Monzo,"we came to monzo in-between lunch and dinner hours and enjoyed our experience. we were greeted by friendly and helpful staff that told us a bit about the menu and recommended a few specialities.amongst them was the sea urchin udon, agedashi eggplant, chicken wings appetizer, tempura mix, and more... we ordered most of these and octopus balls (tacoyaki).the uni udon felt like a ""home cooked meal"" - nice and rich, a bit under salted yet tasty nonetheless. tacoyaki was excellent. agedashi eggplant is incredible. tempura is some of the best i had in awhile, mainly due to variety.we loved both service and ambiance.food: 4.5 starsservice: 5 starsatmosphere: 4.5 starstips:little tokyo parking is tight, but you can score a spot.follow their advise on food.this place gets busy at peak hoursgo on weekday, 2pm-6pmuni udon is rich!this is a very small restaurant.perfect for sharing.","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-10,2023-09-17,Marugame Monzo,"been here at least 4 times and it doesn't disappoint! came here with the homie on a hot summer day and waited about 30 minutes. service was really attentive as always. it feels like they added more tables or maybe i don't remember because it's been a while since i've been here.i usually go for the sea urchin udon, miso carbonara, or butter mentaiko squid udon but i've decided to try something different since it was hot and humid that day.i got the beef bukkake cold udon + $3 for double portion this time and i wasn't really a huge fan of the broth. the noodles, meat, and shredded daikon were excellent. the noodles still had that fresh al dente bite to them(nice and chewy), the beef belly wasn't too fatty, and the grated daikon gave it refreshing depth of flavor taste.their fried chicken has always been on point crispy, tender, seasoned well and it pairs so well with the japanese mayo/curry seasoning on the side.if you come here you have to definitely get sea urchin udon, miso carbonara, butter mentaiko squid, beef udon, and i would definitely try the curry next time. if you're a fat ass like me then you have the option to get double portion for only $3 more but that only applies for cold udon and hot udon!","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-10,2023-09-17,Marugame Monzo,"came on a friday night at 6:30 for 2 people with a few people in front of us, we didn't have to wait at all (we sat at the counter). place is pretty small so i don't recommend for bigger parties. after we left around 7:45 there were a lot of people waiting so def recommend coming before 7.ordered the mentai cream udon and miso carbonara udon with both being $16.75. also got the fried chicken which was around $9. both udon dishes were very tasty, especially the carbonara as the sauce was thick and the bacon flavor really came through. the mentai one had tons of mini scallops and a couple mini shrimp pieces which were nice and soft. however, both are a bit on the smaller side but would rate them a 7.7/10. the fried chicken was nice and crispy with a great umami flavor paired with curry power and japanese mayo on the side (8/10).biggest downside was that it did take a while to get our food (about 30 mins for udon) especially the fried chicken which took about 40 mins. it was a bit strange since it was an appetizer and it came when we just about finished our udon. i understand that it was busy but they didn't explain the situation or explain the wait while other tables (who ordered after us) got their food first.overall would rate place 7/10 and would come again to try the other dishes.","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-09,2023-09-17,Marugame Monzo,"i used to like this place a few years ago, but today it was too salty. got the mentai and miso carbonara, and they were both too salty. i also felt like the seafood that was used for the mentai wasn't high-quality seafood. you can sit either outside or inside, and i opted to sit inside, which was a bit cramped.","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-09,2023-09-17,Marugame Monzo,"my review's probably not gonna matter much because this place is basically an institution in little tokyo at this point, but i personally don't get what the hype is about. i've had the sea urchin udon and the seafood tomato cream udon and both just tasted way more creamy than seafood-y. the udon noodle quality itself is very good and tastes handmade. i also ordered the sansai udon which was waaay too salty- i couldn't even finish it and felt the salt on my tongue for an hour after. their fried chicken was very good and juicy (but not particularly unique). the only reason i've been here so many times is because my partner likes their creamy mushroom udon. overall, i'd say if you like creamy food, you might like it but as for me, i don't get the hype.","329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-06,2023-09-17,Marugame Monzo,cute spot in little tokyo! make sure you go during off hours bc the store is small and it'll be a long wait to get a table. food is super reasonably priced here and the udon definitely makes you full :)my go to's are the uni pasta and miso cabanara hehe. tried to try something different - the mapo tofu udon.. and it was very eh lol.staff were all friendly and attentive !!,"329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
55,2023-09-06,2023-09-17,Marugame Monzo,so good. not too salty and not overly creamy. such a good japanese fusion restaurant but you should expect to wait 30+ minutes at peak lunch hours.,"329 E 1st St Los Angeles, CA 90012",4.4,4567,"Japanese, Noodles, Asian Fusion",0.6000000000000002
56,2023-09-16,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker",this place is a great to get brunch and get the whole la on sunset blvd experience. the social media coffee was also great and i would recommend to get a chocolate flavored coffee. the potatoes really stole the show for me. they were very delicious. the servers were really nice and attentive.,"8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-15,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker",home of the rainbow lattes! yummy food and really nice servers. great vibes and room for parking !,"8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-15,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","awwwww its a really popular place for brunch lots of people coming for the colorful coffee, burritos and salmon are good!","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-14,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker",i love going here for brunch when i can make it. i always have a wonderful experience. the staff is super helpful and attentive and good i candy and the location is perfect on sunset plaza.,"8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-14,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","i stopped in for brunch with some girlfriends after one of them said it was a popular spot to visit. although their color burst latte seemed like a fun drink to order, i went with the butcher's bloody mary and loved the presentation of it when it came out. it comes with pieces of grilled cheese sandwich skewered on top of the drink which was surprisingly delicious and the perfect compliment to the tomato based drink. while i loved the drinks, i was a bit disappointed in their breakfast burrito. i'm not sure if they were trying to go healthier with the burrito and the potatoes, but it tasted pretty bland and i had to dump a bunch of salsa on it for flavor. overall a cute spot to enjoy brunch in a nice location.","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-14,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","fantastic brunch spot on the iconic sunset strip in west hollywood.best coffee, great food, superior service from all staff.love bbcm!","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-13,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker",great brunch spot. good good options and the drinks are good too. the outdoor seating is nice- right on sunset. and the back patio is nice and quiet too. plus there is parking in the back which always makes a difference,"8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-12,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","the food here was pretty good! i ordered a strawberry salad ($25) along with the mimosa flight ($25) which included the flavors wild hibiscus, original (oj) and strawberry, the wild hibiscus was the best tasting and they came out cute however it wasn't worth $25 to me because there was not enough of the base juices when served as you can see from these pictures the server pours the prosecco for you and about half way. the salad was good but there should have been more dressing or a wow factor...i guess it is a salad but it does not need to be bland! i loved the beautiful seating (plenty indoors and out) and service. there's also valet parking in the back. parking can be difficult in the area.","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-11,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","good atmosphere and the food was good, just a little pricey. but that's west la! recommend to go at least once if you're in the area.","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
56,2023-09-11,2023-09-17,"The Butcher, The Baker, The Cappuccino Maker","love coming here! the service is always great and the servers really know the menu! they run it down in a way that's easy to understand with honest opinions, not just restaurant favorites. i always get the banana fresh toast with a side of bacon and it hits every time","8653 W Sunset Blvd West Hollywood, CA 90069",4.0,2781,American (New),0.3333333333333333
57,2023-09-15,2023-09-17,Han Bat Sul Lung Tang,"this is my favorite restaurant of all time. i grew to erring here and so i'm sad that it's gotten so expensive .if you don't like things like intestines, salgogi (beef brisket) is the way to go! and make sure you mix in the radish kimchi ;).parking is usually valet~the service is always nice and the ambiance is a classic korean restaurant. 11/10.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-15,2023-09-17,Han Bat Sul Lung Tang,"the best korean soup outlet. their sul lung tang is #1 both in terms of quality taste and generous serving, check out their other offerings and will not disappoint you.my go to comfort food lunch or dinner.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-15,2023-09-17,Han Bat Sul Lung Tang,"i've been coming here for over 20 yrs and do love the food. their sulungtang is consistent and always hits the spot. the simple sides - the giant bucket of green onions you can add up your soup, the two types of kimchi, is minimal on the eye but perfect with the soup. the price has been creeping up fast though. it's flat $20 per bowl with tax, before tip. so for 2 bowls, they brought a laminated total bill of $40. i don't know if they will go back and redo such things once inflation for the cost cools down. if it wasn't so pricy, i would go more regularly.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-12,2023-09-17,Han Bat Sul Lung Tang,"the sul lang tang is so yummy here. i've tasted so many and in ca, i'd say this one has the richest smooth broth. bummer that they raised the price of soup and rice as much as they have in the last 2 years. in korea you can get more meat and just as good if not better for half the price or less. nevertheless, this is my dads favorite place to go and he's picky old school korean dad so that says a lot. service is quick and easy.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-10,2023-09-17,Han Bat Sul Lung Tang,"time: thursday 6pmparking/wait: free parking right in front (sometimes theres a small valet fee if it's busy). the lot is a little narrow, and there weren't too many available spots left. my party of 2 was able to be sat right away, but i've heard that there sometimes is a long line.food/drinks: i always like trying places that have a specialty dish, and this place's was seolleongtang: a hearty bone broth made from ox bones. they give you a huge bucket of green onions, and there are also accompanying rice, kimchi, and radish kimchi. this is the best seolleongtang you can get in la. nice simple broth with a great selection of meat topping options so you can get whatever you're feeling that day. add salt to your preference, and you are bound to have a perfect meal on a cold gloomy day.ambiance: the place was a very mom-and-pop shop. nothing fancy, but clean and comforting.service: the waitresses were very nice and quick. order came out fast since it's basically the only thing on their menu (just with varying toppings).take-out packaging: styrofoam bowls and plastic bagssummary: simply put, if i'm craving seolleongtang, i'm making my way here. my only complaint is the price. i can't quite remember exactly how much it was, but it was almost $20 (plus a potential parking fee). while this dish is a classic, i feel a little hesitant dishing out that much for this dish. yes, this place has the best seolleongtang, but is a bowl of seolleongtang worth $20? maybe. i feel like i would only come here if i'm really in the mood for it or if i need some hot soup on a cold day.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-10,2023-09-17,Han Bat Sul Lung Tang,must try ktown staple...with speedy service your bowl of amazing broth will fill your senses...it really is like slurping up silk,"4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-09,2023-09-17,Han Bat Sul Lung Tang,"love this place so much. i crave it pretty often, but i don't think i can ever go back. too many good memories.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-09,2023-09-17,Han Bat Sul Lung Tang,"i didn't know i wanted it, but robots and kbbq is the perfect combo to experience the restaurants of the future.our robot summoning waiter deftly dished the plates from the robots while expertly wielding the tongs to cook our meat to perfection. i think even the robots were impressed.come here for the robots, but stay for the food and chaos.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-06,2023-09-17,Han Bat Sul Lung Tang,"han bat sul lung tang is a hole in the wall korean restaurant that specializes in one thing. sul lung tang, or ox-bone soup. once we got seated, we were immediately attended to and were given the banchan of cabbage and radish kimchi, both of which were delicious. i opted for the beef brisket sul lung tang and each soup comes with a bowl of rice. these were served in a matter of minutes, all steaming hot and smelling delicious. sul lung tang is a dish that prioritizes on having a clean, beefy flavor and is served with salt, pepper, and chili on the side to be seasoned to each person's palate. the soup was amazing, one of the best ox-bone soup broths i've ever had and you can truly taste the quality of it. this place is very busy and feels like it is more of a come in, eat, and get out kind of restaurant so be wary of that. other than that, this restaurant is a must-try for those craving the homey feeling of a warm bowl of soup.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
57,2023-09-06,2023-09-17,Han Bat Sul Lung Tang,"read about this place from so many articles. finally had a chance to try it. upon arrival, the line was already out the door. but don't let the queue scare you. it moves pretty fast. and the reason for this is because their menu is limited. it's really just one page. no fuss. you sit down, order, and in under 5 minutes, the food is brought out to you. you eat, and then you get out. this is not one of those places you sit around and chat. so if that's the ambiance you are looking for, this is not it.i ordered the tongue and flank. added lots of green onion and salt to my preference. it was delicious. however, you will not be so full that you would have to undo your pants button. i left with plenty of stomach space for dessert. it's great if you have a hangover or wanting something light. not so good if you are starving.parking: valet parking or park on the street.line: please note the queue starts at the back of the restaurant, where the parking lot is. so don't think you got lucky when you open the front door and there isn't a line.","4163 W 5th St Los Angeles, CA 90020",4.4,2754,"Korean, Soup",0.6000000000000002
58,2023-09-16,2023-09-17,Mother Wolf,"sad to give mother wolf 3 stars but it must be done.we arrived and were seated at the table. the waitress goes over the menu then disappears for so long!she recommended the artichokes and squash blossoms. squash blossoms are ok, a bit salty. artichokes were awfully overly salted and not good.the pizza was delicious and the oxtail ragu were the stand out. carbonara and other pasta dish was also salty.the veal was not good. the cook on it was very uneven and didn't look very appetizing when it came out. the lamb chops were good.dessert: we got the chocolate torte and ricotta cheesecake. they were out of decaf so no coffee to enjoy with our dessert.there were 2 times when random servers came and dropped off food that wasn't ours. not sure if this is a common occurrence with other guests.also, when we were still enjoying our dessert, they asked us to move because they were backed up. i don't think it was our fault that we had to wait to order both our order and our dessert and then they ask us to leave while we were still finishing up dessert.i think this place is more hype. i don't think i would be back.","1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-16,2023-09-17,Mother Wolf,amazing dinner spot. every course was ten out of ten. would come back! make reservations on resy.,"1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-15,2023-09-17,Mother Wolf,i have been to almost every major restaurant in west hollywood and hollywood area. unfortunately mother wolf was a bit disappointing. over priced drinks and food. the food quality was average. in a great location. no view. busy on the weekends.not a favorite.,"1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-15,2023-09-17,Mother Wolf,food was divine! service impeccable. my dining experience here was a 10/10 would recommend. in actually very surprised i was able to swing a reservation here.,"1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-13,2023-09-17,Mother Wolf,the food and atmosphere was phenomenal... perfect for a great date night. if you are an italian food lover than this is the place for you. the staff were amazing and didn't miss a step. will be going back,"1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-12,2023-09-17,Mother Wolf,"the food was so delicious and the service was impeccable. the lamb was not gamy at all. we had the zucchini blossoms, the mortadella pizza and a few other dishes. even their bread was good.","1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-11,2023-09-17,Mother Wolf,"ah, mother wolf in hollywood, the place where dreams of a great wine experience go to die. picture this: we're there for a work dinner, wallets padded by the company expense account, ready to splurge on some fine wine. we thought, ""let's get fancy and talk to the sommelier about the vintage differences between some of the older barolos.""enter the somm, who seemed as knowledgeable about barolos as a fish is about mountain climbing. we asked questions, and the answers we got were the verbal equivalent of talking to a used car salesmen bs'ing their way through a pitch. confidence shattered, we settled for a bottle of brezza barolo, which tasted like it was still in its awkward teenage years.the wine list at mother wolf is, for lack of a better phrase, a hot mess. it's like they took the concept of ""wine selection"" and replaced it with ""let's see how much we over-charge these hollywood dumb dumbs.""","1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-10,2023-09-17,Mother Wolf,"first time at mw. the meatballs and mortadella sandwich were good.my husband and i were on a date night. we ordered too much food so we could take it to go for our kids. we had three plates of pasta that were barely eaten and lamb chops. they gave us a (to go) number to pick up our left overs as we left. they ended up giving our leftovers to somebody else!! wth!!!also, i wasn't done with my wine and they took it away. it was half full!!very grabby. did not appreciate that at all!!went home with none of our left overs.not ok! they need to slow down and actually pay attention. wish they actually cared about what happened!","1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-08,2023-09-17,Mother Wolf,"the food was delicious, and the service was excellent. shout out to our server sean, he was awesome. everything he recommended was great. the lamb chops were my fav ohhh and i can't forget those oxtail meatballs. i'll be back.","1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
58,2023-09-08,2023-09-17,Mother Wolf,the food was great. just beware that the waiters will add gratuity to your bill and not tell you. so your group is then adding gratuity onto an inflated bill as well. pretty crappy of them to not tell you. they probably just assume you won't notice as everyone is throwing their card onto the tray.,"1545 Wilcox Ave Los Angeles, CA 90028",3.9,644,Italian,0.2666666666666666
59,2023-09-16,2023-09-17,Perch,yumm! came for to celebrate a friends birthday and was not disappointed! we ordered off the 4 course prix fixe set! everything was delicious! i really like the baked brie and the salmon! the white chocolate bread pudding was also really delicious! our server was very helpful in answering all our questions! the view amazing and the live music was great!,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-16,2023-09-17,Perch,brett was so wonderful. he was the best mangeger. he took care of us. he made sure we got our food & drink on time. he made my m friend birthday very special. he i the best. he makes this place so special. thank you we will be back soon,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-16,2023-09-17,Perch,"good drinks, great views, chill vibes when it's not too busy. haven't had the food yet. next time. parking sucks, but the views make up for it.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-16,2023-09-17,Perch,"perch is an la staple: the type of place that is consistently cited as a destination for tourists, the glitter-on-cheek crowd, instagram influencers, those trying to land the gig, and those who want to experience the promise of perch and determine for themselves if perch merits its august reputation. i fall into the last category, and i can say that perch fulfills its promise, kind-of, but not really, but at the same time it kind of does, if that makes sense. like imagine that you have been wanting to taste this cookie and finally you do, and the cookie is everything you hoped it would be but not in the way you expected it to be. so you build up expectations in your head, that the reality of the situation does not deliver. i guess that is the problem with having a robust and notable reputation, you could never live up to it because you can never measure up to a person's imagination.my partner in dine was my friend carlos, the epitome of a peter pan type, old enough to know better, but stubborn enough to remain young at heart. he credits his youthful charm, perspective, and look to his regular visits to the gym and eating right. note that he did not order the fruit plate of perch, which means that he is not too strict.i opt for valet. it cost 16.00 dollars. if it it seems high, it is not for downtown la prices. when we got close, the valet asked if i could park a car in a nearby spot. i sternly, said no, ""you can park it."" i did feel a certain type of way for being asked to park my own car, even if the spot was close. i go out to be pampered, to be a princess in the world of dining, and quite frankly, a princess does not park her own carriage. carlos made a joke to the valet, on how i needed my car parked because i did not know how to park that well. i was annoyed. i stood up for myself, and for that i was the butt of a joke. i paid 16 dollars, i did not want to park my car. am i right reader? or am i wrong? truthfully there is no right or wrong answer. i told carlos how i felt and it took a cocktail from perch to my mellow my nerves.the cocktails were not only effective, but tasty. i am someone who does not like to taste alcohol. i informed our server of this fact. i cannot remember their name but they read female to me, so i will be using she/her pronouns to refer to them. i asked our server what recommendation she had for a super sweet drink, she suggested a drink, i cannot remember what it was called but it was pink- fruity for sure, and it had a rim of brown sugar, maybe. it went down sweet-- just like i like my cocktails. this was the cocktail that softened my nerves enough to forget carlo's blunder of joking with the valet at my expense.carlos and i started off with the avocado toast. it was solid. i especially appreciated the citrus taste afloat the avocado toast. i also appreciated that the toast was sliced into three slices. i hate when i have to wrestle with my avocado toast; either while cutting it, or when picking it up. i also appreciated that carlos did not wrestle me when i had two of the slices, and he only 1. still that did not atone for his faux pa.the rest of the food was simply solid. i had the burger, and the potatoes. he had the classic breakfast: two eggs, chic ken sausage, and potatoes. he cleaned his plate, he left a small bite of the sausage. i had that small piece before it was taken away by the server. glad i did--- it was really good sausage!there was a bus-person, she read female to me. she preferred to speak spanish to me. she had a necklace that was half a heart and half an infinity sign. i asked her, who gave her the lovely gift. she replied her husband with a smile that my heart saw. we shared a moment. she felt it too.as she was cleaning tables, our eyes met and she returned a sincere smile. when i left the joint to go to the perch bar, she said in spanish, thank you for coming, in the most sincere way, like a mother's kiss on her child's cheek- pure love. this is the type of service i expect, customer-centered, sincere, and like i was welcomed guest. now you see, why i ddid not park my car myself, because that made me feel like i was a number to be processed, and i needed to help in the processing progress of my own turn around the revolving door.of course, perch is nestled in the heart of la. you sit amidst la's famous skyline. that is why for those who want pictures, go here. our dining neighbors did. it was two women and one got up three times to take pictures of her partner in dine. then the server tried her hand at the picture taking. the women did not come together for the server. the same woman who was photographed by her partner in dine, was now being photographed by the server. so, i get that good pictures are important for people, so if pictures are that important for you, come here. but i guess everyone needs to go to perch to experience its promise and decide for yourself if it was fulfilled or not. its lofty reputation demands it!","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-16,2023-09-17,Perch,"loves this place so much. it was cost, very romantic and nice place. we celebrated my husband's birthday there, and it was so beautiful day. we tried seafood soup, steak and potatoes with truffles. i can't explain which one was better, as everything was perfect. server was so kind, as when our friends wanted to join us hosts didn't want to give another table for 4, but the server helped us with that and moved to another table immediately.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-15,2023-09-17,Perch,"went here for a friend's birthday! service was great, view was beautiful and the food was delicious! would suggest making a reservation to avoid waiting.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-15,2023-09-17,Perch,the food sucks. the view is great. but there are way better rooftop bars and restaurants. this one is way over hyped. most of the people there are squares and not real angelinos. and i warned about a dress code. what restaurant has a dress code? only to see 2 guys there with op shorts and flip-flops. the place is a pretentious joke. don't waste your time.,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-14,2023-09-17,Perch,"bachelorette brunch! personalized price fix menu. very fun for all twelve of us! service, drinks & ambiance was perfect for this occasion although pricey...but isn't everything now.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-11,2023-09-17,Perch,"beautiful setting, great views, very good food. love this place. the ambiance at sunset makes it all worthwhile. will return.","448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
59,2023-09-11,2023-09-17,Perch,great place. you pay for the viewservice was good. food was ok but chicken was dry. all in all fun evening with friends.,"448 S Hill St Los Angeles, CA 90013",4.1,10020,"Lounges, French, Breakfast & Brunch",0.39999999999999974
60,2023-09-13,2023-09-17,Cento,"wow! my son and his family treated us to their new favorite restaurant, cento, and what made it special was they reserved six seats on the counter facing the chefs! for the grandkids, and the grandpa, it was a 90 minute show of professional skill, energy, and teamwork that can't be beat! for some, just having a quiet dinner with conversation is the point of going out to eat, but given the hustle and bustle of the dining areas, i'm not sure that this is that kind of place!we had six pastas, four starters, and two desserts, and everything was great; especially when you can see it prepared for you!!! the touches were great, for example the basil oil for the pomodoro, the egg yolk for the carbonara sitting majestically at the top of the beautiful mound of pasta. the smoky, blistered octopus and heaping pile of clams and mussels in a dreamy broth. the only thing i could have wanted was some sourdough bread to sop up the rich, creamy sauces (then again, by the time we were done, we were way over-sated!). can't wait to come again when we are in town!!!","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",0.6666666666666666
60,2023-09-13,2023-09-17,Cento,such a beautiful space with amazing food & service! the staff were so attentive and all the food blew us away! definitely would love to come back next time i'm in la.,"4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",0.6666666666666666
60,2023-09-13,2023-09-17,Cento,"excellent food and great atmosphere. don't let the visually unimpressive neighborhood deter you from trying this special restaurant. we sat at the counter next to the open kitchen in what is a very attractively designed interior. we had charred octopus (tender with a tasty sauce), spicy pomodoro (delicious), sweet corn agnolotti (unique and interesting), and grilled orta fish (perfectly cooked but needs more flavor). aside from the fish, which would benefit from having a more penetrating sauce instead of or in addition to nesting in a bunch of tiny tomatoes whose flavor doesn't integrate into the fish, all the dishes notably provided tastes that are complex and sophisticated.","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",0.6666666666666666
60,2023-09-11,2023-09-17,Cento,"the outdoor space is really nice and creatively built around a tree in the center. the music was a little loud for our taste, but i'm not going to knock a place for not being exactly what we wanted.we were coming in from out of town to attend an event after and were running a little late. we called, and they pushed back our reservation. and later the owner (i think) stopped by our table to ask what we were in town for.our waitress was great and helped make sure everything moved along quickly after we told her we needed to leave in a little over an hour. our appetizer (a special tomato salad over whipped feta) came out almost immediately and was so good.i also enjoy my berry+mezcal drink. it was simple but tasty and refreshing. we got the famous spicy pomodoro, and it lived up to the hype. the carbonara was also delicious. i appreciate the noodles themselves.the famous beet spaghetti wasn't available because they're out of season. we'll have to come back for it!we finished the evening with the banana pudding tiramisu (which we've been thinking about for days) and a nice americano (loved the glass it was served in).when we paid and walked out to hand over our valet ticket, we were surprised to see our car was already being pulled up. great communication amongst the staff and great service!","4921 W Adams Blvd Los Angeles, CA 90016",4.5,631,"Italian, Mediterranean, Tapas/Small Plates",0.6666666666666666
